"","CustomerID","Region","TownSize","Gender","Age","EducationYears","JobCategory","UnionMember","EmploymentLength","Retired","HHIncome","DebtToIncomeRatio","CreditDebt","OtherDebt","LoanDefault","MaritalStatus","HouseholdSize","NumberPets","NumberCats","NumberDogs","NumberBirds","HomeOwner","CarsOwned","CarOwnership","CarBrand","CarValue","CommuteTime","PoliticalPartyMem","Votes","CreditCard","CardTenure","CardItemsMonthly","CardSpendMonth","ActiveLifestyle","PhoneCoTenure","VoiceLastMonth","VoiceOverTenure","EquipmentRental","EquipmentLastMonth","EquipmentOverTenure","CallingCard","WirelessData","DataLastMonth","DataOverTenure","Multiline","VM","Pager","Internet","CallerID","CallWait","CallForward","ThreeWayCalling","EBilling","TVWatchingHours","OwnsPC","OwnsMobileDevice","OwnsGameSystem","OwnsFax","NewsSubscriber","HHIncome_2","CarValue_2","CardSpendMonth_2","VoiceLastMonth_2","VoiceOverTenure_2","EquipmentLastMonth_2","EquipmentOverTenure_2","DataLastMonth_2","DataOverTenure_2","TotalDebt","TotalLastMonth","TotalTenure","TotalDebtLog","TotalLastMonthLog","TotalTenureLog","HHIncome_2Log","CarValue_2Log","CardSpendMonth_2Log","VoiceLastMonth_2Log","VoiceOverTenure_2Log","CreditDebtLog","OtherDebtLog","EmploymentLengthLog","DebtToIncomeRatioLog","CardTenureLog","EquipmentLastMonth_2Log","EquipmentOverTenure_2Log","DataLastMonth_2Log","DataOverTenure_2Log"
"11","5621-QSZPSF-NF2",4,1,0,59,19,3,0,8,0,"$ 47,000.00",8.6,1.358112,2.683888,0,1,1,7,3,0,0,0,3,1,0,"$ 28,000.00",17,0,1,1,16,11,"$ 4,889.70",0,50,"$ 25.65","$ 446.55",1,"$ 31.20","$ 1,568.35",1,0,"$ -","$ -",1,0,0,3,0,1,0,0,1,26,1,1,0,0,0,47000,28000,4889,25,446,31,1568,36,1270,4.042,92,3284,1.39673961898143,4.52178857704904,8.09681747057232,10.7579028806922,10.2399597891573,8.49474306257865,3.2188758248682,6.10031895202006,0.306095499962496,0.987266489475726,2.07944154167984,2.15176220325946,2.77258872223978,3.43398720448515,7.35755620091035,3.58351893845611,7.14677217945264
"12","8241-PWPONH-62O",2,4,0,33,8,4,0,4,0,"$ 19,000.00",0.9,0.130131,0.040869,0,0,5,6,0,0,0,0,2,1,1,"$ 9,300.00",28,0,0,2,6,14,"$ 3,382.60",0,9,"$ 10.80","$ 37.00",0,"$ -","$ -",0,0,"$ -","$ -",0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,19000,9300,3382,10,37,36,1153,36,1270,0.171,82,2460,-1.76609172247948,4.40671924726425,7.80791662892641,9.85219425814858,9.13776967914135,8.12622252945853,2.30258509299405,3.61091791264422,-2.03921364359993,-3.1973834495301,1.38629436111989,-0.105360515657826,1.79175946922805,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"13","8795-FYOXCT-P09",5,2,1,44,10,3,0,12,0,"$ 73,000.00",2.8,1.250928,0.793072,0,1,1,1,0,1,0,1,1,1,1,"$ 38,500.00",25,1,1,1,1,12,"$ 5,343.60",0,5,"$ 20.25","$ 29.90",0,"$ -","$ -",1,0,"$ -","$ -",0,0,0,1,1,1,1,1,0,21,1,0,0,0,0,73000,38500,5343,20,29,36,1153,36,1270,2.044,92,2452,0.714908672341458,4.52178857704904,7.8046592970561,11.1982147201305,10.5584135202759,8.58354257195777,2.99573227355399,3.36729582998647,0.223885675871647,-0.231841267017406,2.484906649788,1.02961941718116,0,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"14","1705-NMIQNO-IC4",3,2,1,58,18,3,0,3,0,"$ 63,000.00",10.5,1.924965,4.690035,0,1,1,0,0,0,0,1,0,-1,-1,"$ (1,000.00)",16,0,1,1,25,10,"$ 5,935.00",1,58,"$ 36.30","$ 680.75",0,"$ -","$ -",1,0,"$ -","$ -",1,0,0,0,1,0,1,1,0,21,1,0,0,0,1,63000,18800,5935,36,680,36,1153,36,1270,6.615,108,3103,1.88933979756692,4.68213122712422,8.04012466444838,11.0508900053737,9.84161214881804,8.68862230704377,3.58351893845611,6.52209279817015,0.654907785756275,1.54544004511691,1.09861228866811,2.35137525716348,3.2188758248682,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"15","9205-PAZEXY-90Q",2,1,0,72,20,0,1,27,1,"$ 17,000.00",9.8,1.276156,0.389844,0,0,2,0,0,0,0,1,1,1,1,"$ 9,300.00",32,1,1,2,33,12,"$ 2,331.70",1,67,"$ 41.70","$ 954.05",1,"$ 38.55","$ 2,580.75",1,0,"$ -","$ -",1,0,0,0,0,0,1,0,1,24,1,0,1,1,1,17000,9300,2331,41,954,38,2580,36,1270,1.666,115,4804,0.510425543744651,4.74493212836325,8.47720418319987,9.74096862303835,9.13776967914135,7.75405263903576,3.71357206670431,6.86066367144829,0.243852434503105,-0.942008619879785,3.29583686600433,2.28238238567653,3.49650756146648,3.63758615972639,7.85554467791566,3.58351893845611,7.14677217945264
"16","4225-PZZDIY-IBH",3,1,0,66,13,2,1,31,1,"$ 23,000.00",9.3,0.934743,1.204257,0,0,2,9,3,0,0,0,3,1,0,"$ 11,600.00",14,1,1,2,40,9,"$ 2,974.70",0,72,"$ 116.10","$ 2,854.90",0,"$ -","$ -",1,1,"$ 43.25","$ 3,159.25",1,1,1,1,1,1,1,1,0,22,1,0,0,1,1,23000,11600,2974,116,2854,36,1153,43,3159,2.139,195,7166,0.760338430100268,5.27299955856375,8.8771028978649,10.0432494949113,9.35876037709446,7.9976631270201,4.75359019110636,7.95647679803678,-0.0674836537862783,0.185862779257822,3.43398720448515,2.23001440015921,3.68887945411394,3.58351893845611,7.05012252026906,3.76120011569356,8.05801080080209
"17","0758-EQEGIQ-3OF",1,1,0,57,17,0,0,24,0,"$ 171,000.00",9.5,1.803195,14.441805,0,0,3,1,0,1,0,1,2,1,1,"$ 75,800.00",19,1,0,1,19,14,"$ 3,059.40",1,48,"$ 12.45","$ 214.85",1,"$ 43.15","$ 1,990.25",1,1,"$ 40.20","$ 1,840.45",0,1,1,3,1,1,0,1,1,17,1,1,1,1,0,171000,75800,3059,12,214,43,1990,40,1840,16.245,95,4044,2.78778516912106,4.55387689160054,8.30498958014036,12.0494188354848,11.2358535716305,8.0258433441509,2.484906649788,5.36597601502185,0.589560091451261,2.67012712565283,3.17805383034795,2.2512917986065,2.94443897916644,3.76120011569356,7.59588991771854,3.68887945411394,7.51752085060303
"18","0649-TBFJFL-QU4",5,2,1,63,14,2,1,29,0,"$ 424,000.00",10.7,13.111352,32.256648,0,0,2,0,0,0,0,1,3,1,0,"$ 88,600.00",29,0,1,2,36,10,"$ 4,957.50",0,70,"$ 104.40","$ 2,540.15",0,"$ -","$ -",1,0,"$ -","$ -",1,1,0,0,1,0,1,1,1,24,0,0,0,0,1,424000,88600,4957,104,2540,36,1153,36,1270,45.368,176,4963,3.81480701071173,5.17048399503815,8.50976567558744,12.9574887342141,11.3918871365932,8.50855599802057,4.64439089914137,7.83991936001258,2.57347841984202,3.47372416153283,3.36729582998647,2.37024374146786,3.58351893845611,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"19","2228-KOLOPU-FY3",5,5,0,28,11,3,0,4,0,"$ 23,000.00",4.8,0.190992,0.913008,0,0,3,10,1,0,0,1,0,-1,-1,"$ (1,000.00)",30,1,0,4,10,17,"$ 4,420.90",1,34,"$ 10.35","$ 110.45",0,"$ -","$ -",1,0,"$ -","$ -",0,0,0,0,1,1,1,1,0,16,0,0,0,0,0,23000,18800,4420,10,110,36,1153,36,1270,1.104,82,2533,0.0989399478549036,4.40671924726425,7.83715965000168,10.0432494949113,9.84161214881804,8.39389497507174,2.30258509299405,4.70048036579242,-1.65552373662945,-0.0910106361035421,1.38629436111989,1.56861591791385,2.30258509299405,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"20","3853-NVDCOJ-TIN",1,1,0,78,16,3,0,10,1,"$ 22,000.00",15.2,0.692208,2.651792,0,1,1,0,0,0,0,0,2,1,1,"$ 10,800.00",23,0,0,4,10,1,"$ 81.10",1,14,"$ 21.90","$ 85.60",1,"$ 24.85","$ 341.75",1,0,"$ -","$ -",1,0,0,1,0,0,0,0,1,22,1,1,0,0,0,22000,10800,81,21,85,24,341,36,1270,3.344,81,1696,1.20716769522246,4.39444915467244,7.43602781635185,9.99879773234045,9.28730141311231,4.39444915467244,3.04452243772342,4.44265125649032,-0.367868790494313,0.975235637875166,2.30258509299405,2.72129542785223,2.30258509299405,3.17805383034795,5.83188247728352,3.58351893845611,7.14677217945264
"21","0765-UXAFYM-PDR",3,3,1,61,16,3,0,4,0,"$ 35,000.00",10.1,1.233715,2.301285,0,0,2,0,0,0,0,0,4,0,0,"$ 9,400.00",34,0,0,0,27,8,"$ 2,719.80",0,53,"$ 33.60","$ 567.05",0,"$ -","$ -",1,0,"$ -","$ -",0,1,0,1,1,1,1,1,0,25,1,1,1,0,0,35000,9400,2719,33,567,36,1153,36,1270,3.535,105,2990,1.26271329934854,4.65396035015752,8.00302866638473,10.4631033404715,9.14846496825809,7.90801944463247,3.49650756146648,6.34035930372775,0.210029942568826,0.833467662574968,1.38629436111989,2.31253542384721,3.29583686600433,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"22","9937-SFPLRK-H9Y",2,4,1,70,17,4,1,2,0,"$ 28,000.00",9.3,1.195236,1.408764,0,0,2,9,0,0,1,0,5,1,0,"$ 15,700.00",29,1,1,0,26,8,"$ 2,677.10",1,59,"$ 42.75","$ 805.80",0,"$ -","$ -",1,0,"$ -","$ -",1,0,1,3,0,1,0,1,0,21,1,0,1,0,0,28000,15700,2677,42,805,36,1153,36,1270,2.604,114,3228,0.957048724346323,4.7361984483945,8.07961802938984,10.2399597891573,9.6614159913364,7.89245204352035,3.73766961828337,6.69084227741856,0.178343655424731,0.342712724210667,0.693147180559945,2.23001440015921,3.25809653802148,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"23","0712-WQXYVV-HUP",4,1,1,61,14,2,0,18,1,"$ 12,000.00",21.5,0.56502,2.01498,0,1,1,0,0,0,0,1,3,1,0,"$ 5,800.00",25,1,0,0,24,10,"$ 2,450.30",0,61,"$ 25.05","$ 476.95",1,"$ 29.10","$ 1,790.80",1,0,"$ -","$ -",0,0,0,3,0,1,0,0,0,13,1,0,1,0,0,12000,5800,2450,25,476,29,1790,36,1270,2.58,90,3536,0.947789398933526,4.49980967033027,8.17075142375753,9.39266192877014,8.66561319653451,7.80384330353877,3.2188758248682,6.16541785423142,-0.57089415023211,0.700609269791075,2.89037175789616,3.06805293513362,3.17805383034795,3.36729582998647,7.4899708988348,3.58351893845611,7.14677217945264
"24","6441-FJUWZQ-7G8",3,4,1,37,11,3,1,2,0,"$ 29,000.00",15.7,3.319137,1.233863,1,1,1,0,0,0,0,0,0,-1,-1,"$ (1,000.00)",29,0,0,3,12,17,"$ 5,566.10",1,39,"$ 39.30","$ 504.45",1,"$ 43.50","$ 1,663.95",1,1,"$ 31.50","$ 1,199.20",1,1,1,4,1,1,1,1,1,21,1,1,1,0,1,29000,18800,5566,39,504,43,1663,31,1199,4.553,113,3366,1.51578635635265,4.72738781871234,8.12148037475075,10.2750511089686,9.84161214881804,8.62443194208584,3.66356164612965,6.22257626807137,1.19970480937917,0.210149898250209,0.693147180559945,2.75366071235426,2.484906649788,3.76120011569356,7.41637847919293,3.43398720448515,7.08924315502751
"25","7634-AVNEXZ-7AG",1,3,1,39,12,3,0,5,0,"$ 130,000.00",11.3,4.68611,10.00389,0,0,4,5,0,0,0,1,2,1,0,"$ 49,200.00",32,1,1,1,2,12,"$ 4,537.40",0,6,"$ 4.50","$ 11.15",0,"$ -","$ -",1,0,"$ -","$ -",0,0,0,1,1,0,1,1,0,32,1,1,0,0,0,130000,49200,4537,4,11,36,1153,36,1270,14.69,76,2434,2.68716699018579,4.33073334028633,7.79729127354747,11.7752897294377,10.8036489024804,8.42002127966396,1.38629436111989,2.39789527279837,1.54460281398849,2.30297401735316,1.6094379124341,2.42480272571829,0.693147180559945,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"26","2041-PNMGHX-TXJ",4,3,0,73,14,5,0,28,1,"$ 69,000.00",14.8,1.164168,9.047832,0,0,2,0,0,0,0,0,1,1,1,"$ 22,800.00",27,0,0,4,32,6,"$ 2,126.70",0,62,"$ 76.35","$ 1,565.60",1,"$ 47.15","$ 2,874.15",1,1,"$ 53.20","$ 3,245.60",1,1,1,2,1,1,1,1,1,22,1,1,1,0,1,69000,22800,2126,76,1565,47,2874,53,3245,10.212,176,7684,2.32356349937924,5.17048399503815,8.94689552388845,11.1418617835794,10.0345158149425,7.66199755890189,4.33073334028633,7.35564110297425,0.152006668791596,2.20252517100218,3.3322045101752,2.69462718077007,3.46573590279973,3.85014760171006,7.96346006663897,3.97029191355212,8.08487062913819
"27","4626-BQZAUJ-V9K",5,4,0,26,16,4,0,0,0,"$ 24,000.00",11.7,1.297296,1.510704,1,0,6,1,0,1,0,0,4,0,0,"$ 9,800.00",27,1,0,1,8,14,"$ 4,476.70",1,26,"$ 17.40","$ 149.40",1,"$ 27.05","$ 728.55",1,0,"$ -","$ -",1,0,0,4,0,0,0,0,1,17,1,1,1,1,0,24000,9800,4476,17,149,27,728,36,1270,2.808,80,2147,1.03247248616356,4.38202663467388,7.67182679787878,10.0858091093301,9.19013766465866,8.40648506943182,2.83321334405622,5.00394630594546,0.260282098263167,0.412575767343212,-Inf,2.45958884180371,2.07944154167984,3.29583686600433,6.59030104819669,3.58351893845611,7.14677217945264
"28","2969-ODPCDX-5DC",2,1,0,24,17,2,0,1,0,"$ 29,000.00",14,1.39258,2.66742,1,1,1,12,0,1,0,1,0,-1,-1,"$ (1,000.00)",14,0,1,1,5,11,"$ 2,799.50",1,11,"$ 11.85","$ 42.40",1,"$ 19.65","$ 172.75",0,0,"$ -","$ -",0,0,0,0,0,0,0,0,0,13,0,1,1,0,0,29000,18800,2799,11,42,19,172,36,1270,4.06,66,1484,1.40118297361364,4.18965474202643,7.30249642372733,10.2750511089686,9.84161214881804,7.93701748951545,2.39789527279837,3.73766961828337,0.331158141797444,0.981111713116115,0,2.63905732961526,1.6094379124341,2.94443897916644,5.14749447681345,3.58351893845611,7.14677217945264
"29","4974-FUBHDF-Z7L",3,1,0,77,15,3,0,26,1,"$ 11,000.00",10.2,0.255816,0.866184,0,1,1,2,0,2,0,1,2,1,0,"$ 3,100.00",21,1,0,4,39,10,"$ 1,949.50",1,72,"$ 268.35","$ 6,495.70",0,"$ -","$ -",1,0,"$ -","$ -",1,0,0,0,1,1,0,0,0,23,0,0,0,0,1,11000,3100,1949,268,6495,36,1153,36,1270,1.122,340,8918,0.115112807100504,5.82894561761021,9.09582698518742,9.30565055178051,8.03915739047324,7.57507169950756,5.59098698051086,8.7787879291047,-1.36329684292719,-0.143657921856856,3.25809653802148,2.32238772029023,3.66356164612965,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"30","2525-OSULNV-0KS",5,3,1,36,19,3,1,3,0,"$ 30,000.00",15.5,0.41385,4.23615,0,1,1,7,0,0,0,1,3,1,0,"$ 13,100.00",24,1,1,0,10,11,"$ 3,009.70",0,37,"$ 20.10","$ 233.85",0,"$ -","$ -",0,0,"$ -","$ -",0,0,0,2,0,0,0,0,0,15,1,1,1,0,0,30000,13100,3009,20,233,36,1153,36,1270,4.65,92,2656,1.53686721959926,4.52178857704904,7.88457651059632,10.3089526606443,9.48036750918924,8.00936307663004,2.99573227355399,5.4510384535657,-0.882251689650732,1.44365483787709,1.09861228866811,2.7408400239252,2.30258509299405,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"31","4973-FHPBZQ-AAA",3,5,1,55,14,5,0,23,0,"$ 80,000.00",6.5,0.0312,5.1688,0,1,1,9,2,0,0,1,4,1,0,"$ 35,000.00",25,0,0,4,21,11,"$ 3,940.20",0,47,"$ 36.75","$ 524.40",0,"$ -","$ -",1,0,"$ -","$ -",0,0,0,0,0,0,1,1,0,25,1,0,1,0,1,80000,35000,3940,36,524,36,1153,36,1270,5.2,108,2947,1.64865862558738,4.68213122712422,7.98854298273769,11.289781913656,10.4631033404715,8.27893600229198,3.58351893845611,6.26149168432104,-3.4673371841667,1.64264055326182,3.13549421592915,1.87180217690159,3.04452243772342,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"32","4726-RQKGNB-WAK",2,2,0,60,18,3,0,13,0,"$ 51,000.00",7.8,1.209312,2.768688,0,0,2,2,2,0,0,0,2,1,0,"$ 25,200.00",26,1,0,1,38,9,"$ 1,124.70",1,71,"$ 109.05","$ 2,586.85",1,"$ 55.15","$ 4,064.25",1,1,"$ 55.80","$ 3,819.50",1,1,1,4,0,0,1,0,1,20,1,1,1,1,1,51000,25200,1124,109,2586,55,4064,55,3819,3.978,219,10469,1.38077918043178,5.3890717298165,9.25617378831936,10.8395809117065,10.1345992734995,7.02464903045364,4.69134788222914,7.8578675593318,0.190051602855865,1.01837356178406,2.56494935746154,2.05412373369555,3.63758615972639,4.00733318523247,8.30992298925832,4.00733318523247,8.24774388722552
"33","6592-QBSENI-6Y4",1,1,0,59,8,4,1,4,0,"$ 30,000.00",2.8,0.26292,0.57708,0,0,4,1,0,1,0,0,0,-1,-1,"$ (1,000.00)",15,1,0,4,2,11,"$ 3,421.70",0,3,"$ 16.50","$ 19.35",0,"$ -","$ -",1,0,"$ -","$ -",0,0,0,0,1,1,1,1,0,29,0,0,0,0,0,30000,18800,3421,16,19,36,1153,36,1270,0.84,88,2442,-0.174353387144778,4.47733681447821,7.80057265467065,10.3089526606443,9.84161214881804,8.13768818497761,2.77258872223978,2.94443897916644,-1.33590547558676,-0.549774373904565,1.38629436111989,1.02961941718116,0.693147180559945,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
"34","5538-DRGHIE-PF0",1,1,1,28,11,4,1,1,0,"$ 17,000.00",8.2,0.150552,1.243448,1,0,6,1,1,0,0,0,3,1,0,"$ 8,200.00",23,1,1,2,7,10,"$ 3,811.40",1,16,"$ 23.55","$ 116.30",0,"$ -","$ -",0,0,"$ -","$ -",0,0,0,0,0,0,1,0,0,30,0,0,1,0,0,17000,8200,3811,23,116,36,1153,36,1270,1.394,95,2539,0.332177312338332,4.55387689160054,7.83952558170468,9.74096862303835,9.01188943325234,8.24564690087386,3.13549421592915,4.75359019110636,-1.89344673951959,0.217888165936205,0,2.10413415427021,1.94591014905531,3.58351893845611,7.05012252026906,3.58351893845611,7.14677217945264
